0.71149250 0.72041830 0.71631450 0.71040670 0.71459690 0.71258720 0.71121980 0.71336700 0.71698410 0.71849960 0.71433320 0.70791810 0.72011590 0.71367720 0.71374650
0.71374440 0.71208000 0.70863080 0.71697230 0.71742750 0.70917390 0.71660380 0.71350080 0.71539580 0.71539520 0.71594760 0.70887520 0.71299670 0.71644670 0.71764900
0.71036220 0.71381830 0.71554150 0.71163800 0.71945310 0.71190190 0.71256390 0.71669750 0.71329270 0.72297040 0.71473940 0.71336450 0.71693070 0.72132490 0.71504850
0.71444700 0.71286780 0.71792140 0.71896380 0.08407382 0.08270512 0.08412009 0.08236977 0.08360993 0.08426428 0.08302556 0.08438590 0.08286779 0.71183020 0.71407690
0.71101260 0.71621300 0.08412150 0.08283037 0.08270058 0.08386135 0.08420798 0.08272716 0.08191343 0.08367389 0.08389087 0.08336126 0.08456189 0.08416350 0.71531350
0.71303930 0.08309663 0.08295806 0.08340547 0.08277371 0.08378542 0.08331204 0.08297180 0.08423975 0.08369901 0.08369881 0.08357514 0.08349242 0.08305790 0.08402954
0.71419730 0.08373328 0.08429290 0.08377528 0.08274276 0.08194510 0.08371079 0.08338752 0.08268573 0.08363650 0.08244425 0.08328917 0.08344005 0.08232472 0.08497040
0.71204100 0.08344436 0.08471966 0.08365689 0.08261244 0.08311363 0.08131670 0.08405317 0.08355411 0.08275981 0.08244505 0.08296304 0.08308460 0.08474279 0.08338266
0.71582560 0.08407601 0.08427145 0.08303982 0.08357115 0.08313630 0.08204202 0.08287285 0.08257749 0.08305734 0.08352726 0.08334605 0.08320632 0.08300531 0.08320091
0.70389580 0.08441986 0.08368499 0.08225245 0.08229165 0.08177250 0.08237531 0.08319864 0.08291778 0.08212257 0.08190799 0.08284577 0.08310854 0.08314656 0.08331262
0.71195980 0.08416062 0.08306737 0.08221060 0.08188061 0.08365761 0.08317697 0.08128339 0.08214845 0.08307701 0.08212831 0.08377137 0.08243706 0.08243550 0.08218210
0.71373740 0.08444942 0.08243036 0.08373686 0.08265063 0.08272233 0.08257196 0.08309639 0.08148122 0.08304099 0.08260003 0.08346689 0.08352878 0.08267437 0.08315809
0.71248140 0.08336068 0.08164500 0.08139742 0.08218072 0.08237252 0.08206451 0.08302984 0.08156465 0.08202627 0.08108672 0.08274504 0.08200783 0.08194742 0.08156268
0.71265470 0.08288364 0.08349161 0.08182829 0.08200799 0.08091109 0.08075977 0.08252552 0.08096760 0.08210592 0.08149539 0.08261234 0.08253624 0.08212572 0.08141874
0.71777990 0.08247834 0.08261205 0.08131316 0.08267671 0.08167283 0.08097271 0.08065117 0.08143629 0.08126063 0.08321751 0.08322468 0.08217473 0.08257312 0.08213334
