0.89843020 0.90013230 0.90024460 0.89859840 0.89867580 0.89997270 0.90010250 0.90048010 0.89998930 0.89859170 0.89923190 0.89927820 0.89956720 0.89994520 0.89862370
0.89981670 0.89977510 0.89909240 0.90032120 0.90000060 0.89882860 0.90024920 0.89932450 0.89940520 0.90099790 0.90003570 0.89895990 0.89837890 0.89853120 0.89958670
0.89855540 0.89883330 0.90149880 0.89989340 0.89920760 0.89775250 0.90099580 0.89934220 0.89923260 0.89977060 0.89892910 0.90171880 0.89961250 0.89969510 0.89812080
0.89747770 0.90009650 0.89965570 0.90041190 0.90086650 0.90097510 0.90054940 0.90010420 0.89958900 0.89936160 0.89987800 0.89889230 0.90077100 0.90050920 0.89968010
0.89907930 0.90038920 0.89962430 0.90004970 0.89990570 0.90013020 0.89964900 0.89919400 0.90030890 0.89902000 0.90103340 0.89969300 0.89892390 0.89948460 0.90022700
0.89922560 0.89965830 0.89948870 0.89778120 0.89997590 0.89955720 0.90071480 0.89882800 0.89871750 0.89990940 0.89847780 0.89943420 0.89858920 0.89991830 0.89877920
0.89872360 0.89920140 0.89987610 0.90012480 0.90021450 0.89907100 0.89988000 0.90035810 0.89952630 0.89888760 0.89876970 0.89959710 0.89950660 0.89904380 0.89960100
0.89922650 0.89990500 0.89813580 0.89980670 0.90040890 0.89986590 0.08309151 0.08463119 0.08354735 0.89906210 0.89931470 0.90033020 0.89970760 0.89948640 0.90023450
0.90001840 0.90003040 0.89900530 0.90044100 0.89901090 0.08333639 0.08302944 0.08247663 0.08281763 0.08265046 0.08331438 0.08347999 0.08360927 0.08388587 0.08342160
0.89881030 0.89955150 0.89960630 0.89900300 0.08272791 0.08198246 0.08346245 0.08255666 0.08348622 0.08249194 0.08380810 0.08326080 0.08288442 0.08311758 0.08346834
0.89817350 0.90040840 0.89969620 0.08317907 0.08248828 0.08126556 0.08241702 0.08377258 0.08157985 0.08231271 0.08161711 0.08303209 0.08263217 0.08364352 0.08234725
0.89813040 0.89941190 0.08345776 0.08271773 0.08285773 0.08165767 0.08225097 0.08235567 0.08257786 0.08223377 0.08408523 0.08212910 0.08253051 0.08304048 0.08214559
0.89883320 0.90014030 0.08188600 0.08269899 0.08204453 0.08139423 0.08305301 0.08195729 0.08175602 0.08171613 0.08291820 0.08350906 0.08346376 0.08265257 0.08263322
0.89915460 0.89964690 0.08271654 0.08242979 0.08218270 0.08193423 0.08251703 0.08131399 0.08250927 0.08235458 0.08243690 0.08231593 0.08330416 0.08277396 0.08309464
0.89873510 0.89979930 0.08309521 0.08279650 0.08156869 0.08220516 0.08253765 0.08167536 0.08245056 0.08262181 0.08343712 0.08166649 0.08254374 0.08186486 0.08246254
