0.11341611 0.09204850 0.09629440 0.10886485 0.08549266 0.09709751 0.10466284 0.10558783 0.10511651 0.10116701
0.07967367 0.08460752 0.07953976 0.08833822 0.07908999 0.06684377 0.07481763 0.07027548 0.05866376 0.08707455
0.04564406 0.02426381 0.02992735 0.01831599 0.04020065 0.03737704 0.03215475 0.03741719 0.03150492 0.03432653
0.03743234 0.02159132 0.02885861 0.01337970 0.03605802 0.03622456 0.02659308 0.03258114 0.03044711 0.02532465
0.09213491 0.11257914 0.10009711 0.07546288 0.08110944 0.06618542 0.08460428 0.08893776 0.07638867 0.08010260
0.13241238 0.14258155 0.13959345 0.14215430 0.14663220 0.11377728 0.14085034 0.13479471 0.15114186 0.14584494
0.14999049 0.14177185 0.13555034 0.16125483 0.14289319 0.13308975 0.15391687 0.14370383 0.13898414 0.14091620
0.13417059 0.13360068 0.13197015 0.12749483 0.11670360 0.12584731 0.11859280 0.12308937 0.09290320 0.12651161
0.06449368 0.04320087 0.05283098 0.05136502 0.04043657 0.05805810 0.04595981 0.04546503 0.06405892 0.04648187
-0.04223931 -0.02147317 -0.05209638 -0.04352395 -0.01287705 -0.02657873 -0.06641189 -0.03176872 -0.03811205 -0.03595645
-0.13023993 -0.16248195 -0.14851575 -0.14228535 -0.12715308 -0.11194874 -0.12139552 -0.12224073 -0.12981084 -0.12709417
-0.18423790 -0.19559557 -0.19266142 -0.20492324 -0.20754847 -0.16646521 -0.18418476 -0.18948727 -0.21959248 -0.20419963
0.14910694 0.12072083 0.14780034 0.14482948 0.12622475 0.12506745 0.14708269 0.13531415 0.14258400 0.13362202
0.12688211 0.12718759 0.12494794 0.13677080 0.12170469 0.11392976 0.12069231 0.12113952 0.11680386 0.13926155
0.07297647 0.04287731 0.07567387 0.05699533 0.05186897 0.09599258 0.05629214 0.09170000 0.08743258 0.06821496
-0.00894596 0.00508571 -0.02137428 -0.01658687 0.00658130 0.00960397 -0.02824240 -0.00334986 -0.02404189 0.03162160
-0.09257101 -0.12660129 -0.12391620 -0.11953982 -0.10382604 -0.06792851 -0.10064088 -0.08085806 -0.09628164 -0.07631185
-0.13009990 -0.16753718 -0.13735620 -0.15031408 -0.15906487 -0.12573010 -0.16118848 -0.16482604 -0.18537395 -0.15900163
0.19419944 0.18244241 0.20198569 0.20613598 0.19972428 0.17743967 0.19768761 0.18861114 0.19474042 0.18902016
0.19904564 0.19399490 0.19592302 0.19646085 0.18350079 0.19769685 0.18791063 0.20357279 0.19838540 0.20608694
0.19394521 0.18723094 0.20026806 0.19832114 0.19218016 0.19460608 0.19701693 0.20339642 0.20661424 0.18748704
0.20147742 0.21396701 0.22571831 0.23203139 0.19489238 0.20534040 0.22667682 0.20855241 0.24414852 0.22219198
0.25875018 0.27310516 0.27652966 0.28063853 0.25246462 0.24912091 0.25511775 0.23861421 0.26804442 0.25658646
0.26203499 0.29236344 0.27037157 0.28309876 0.28922363 0.26087513 0.28011368 0.27914485 0.30399093 0.27666568
