0              4.54409        0.855149       0.0701942      0              0              
0.902323       4.5548         0.855261       0.0701942      0              0              
0.897294       4.5595         0.85368        0.0701942      0              0              
0.901226       4.56081        0.852234       0.0701942      0              0              
0.899093       4.53911        0.851021       0.0701942      0              0              
0.897488       4.54131        0.851727       0.0701942      0              0              
0.897893       4.54744        0.851313       0.0701942      0              0              
0.897888       4.55019        0.852182       0.0701942      0              0              
0.896264       4.5611         0.851659       0.0701942      0              0              
0.9034         4.54502        0.848622       0.0701942      0              0              
0.902334       4.53929        0.84812        0.0701942      0              0              
0.896543       4.53342        0.84855        0.0701942      0              0              
0.287078       5.17757        0.749952       0.0701942      0              0              
0.360975       5.09455        0.694033       0.0701942      0              0              
0.308517       4.36376        0.698313       0.0701942      0              0              
0.514031       4.30295        0.726717       0.0701942      0              0              
0.786809       4.36535        0.782464       0.0701942      0              0              
0.858184       4.43263        0.816201       0.0701942      0              0              
0.890124       4.47835        0.8381         0.0701942      0              0              
0.891538       4.50166        0.847983       0.0701942      0              0              
0.893811       4.52275        0.853968       0.0701942      0              0              
0.899479       4.51732        0.854565       0.0701942      0              0              
0.90071        4.53304        0.857865       0.0701942      0              0              
0.90325        4.5329         0.85775        0.0701942      0              0              
0.8954         4.53159        0.856916       0.0701942      0              0              
0.899404       4.54257        0.85777        0.0701942      0              0              
0.90031        4.5521         0.857527       0.0701942      0              0              
0.899984       4.54935        0.858303       0.0701942      0              0              
0.901556       4.53945        0.859949       0.0701942      0              0              
0.905715       4.55046        0.85852        0.0701942      0              0              
0.901208       4.55787        0.85829        0.0701942      0              0              
0.902883       4.53955        0.858698       0.0701942      0              0              
0.897531       4.54827        0.858839       0.0701942      0              0              
0.902625       4.53555        0.857934       0.0701942      0              0              
0.899194       4.54215        0.861475       0.0701942      0              0              
0.898462       4.54068        0.859375       0.0701942      0              0              
0.904453       4.54182        0.858069       0.0701942      0              0              
0.901013       4.54431        0.859554       0.0701942      0              0              
0.90608        4.55024        0.860528       0.0701942      0              0              
0.902631       4.54883        0.858899       0.0701942      0              0              
0.899466       4.55618        0.859144       0.0701942      0              0              
0.900446       4.55582        0.859519       0.0701942      0              0              
0.901581       4.55485        0.857772       0.0701942      0              0              
0.901299       4.53817        0.856802       0.0701942      0              0              
0.904217       4.5329         0.858407       0.0701942      0              0              
0.90334        4.54012        0.857629       0.0701942      0              0              
0.907933       4.55303        0.856866       0.0701942      0              0              
0.89911        4.54547        0.858526       0.0701942      0              0              
0.89881        4.56017        0.860034       0.0701942      0              0              
0.903328       4.53951        0.859531       0.0701942      0              0              
0.8975         4.54115        0.859645       0.0701942      0              0              
0.902355       4.54757        0.859596       0.0701942      0              0              
0.899553       4.56152        0.860847       0.0701942      0              0              
0.897126       4.55893        0.86217        0.0701942      0              0              
0.900086       4.54844        0.861172       0.0701942      0              0              
0.90057        4.54096        0.859225       0.0701942      0              0              
0.903361       4.54602        0.861826       0.0701942      0              0              
0.90722        4.55551        0.857953       0.0701942      0              0              
0.898984       4.54093        0.858459       0.0701942      0              0              
0.901298       4.55112        0.856934       0.0701942      0              0              
0.904378       4.54091        0.857721       0.0701942      0              0              
0.904399       4.55113        0.861675       0.0701942      0              0              
0.901757       4.54241        0.862318       0.0701942      0              0              
0.901562       4.54316        0.861117       0.0701942      0              0              
0.902948       4.55038        0.858634       0.0701942      0              0              
0.902841       4.55312        0.860953       0.0701942      0              0              
0.903172       4.5535         0.861002       0.0701942      0              0              
0.899425       4.56106        0.861279       0.0701942      0              0              
0.905548       4.53582        0.859992       0.0701942      0              0              
