  1.0000       3.1974      0.33916      0.78112E-02  0.23031E-01  0.87768E-01  0.13168      0.15872       524
 0.80000       3.1783      0.30965      0.82870E-02  0.26763E-01  0.87334E-01  0.13839      0.16366       540
 0.60000       3.1831      0.26665      0.86844E-02  0.32569E-01  0.88977E-01  0.13925      0.17226       538
 0.40000       3.2063      0.19288      0.85795E-02  0.44481E-01  0.87196E-01  0.12967      0.19576       551
 0.20000       3.2376      0.12952      0.99531E-02  0.76844E-01  0.86639E-01  0.12941      0.21550       519
 0.10000       3.2432      0.84910E-01  0.11293E-01  0.13299      0.88451E-01  0.13508      0.22804       502
 0.50000E-01   3.2871      0.60174E-01  0.13314E-01  0.22126      0.85681E-01  0.13240      0.23058       526
 0.10000E-01   3.4250      0.35322E-01  0.18342E-01  0.51928      0.84747E-01  0.12273      0.23658       505
 0.50000E-02   3.4651      0.32541E-01  0.20166E-01  0.61971      0.88875E-01  0.12224      0.24224       516
 0.10000E-02   3.5261      0.29949E-01  0.23688E-01  0.79095      0.89863E-01  0.12518      0.24326       725
 0.40000E-01   3.2904      0.53740E-01  0.13931E-01  0.25923      0.87271E-01  0.12942      0.23395       501
 0.30000E-01   3.3129      0.48187E-01  0.15010E-01  0.31149      0.88350E-01  0.12725      0.23380       505
 0.20000E-01   3.3204      0.41961E-01  0.16101E-01  0.38371      0.86911E-01  0.14040      0.23733       501
 0.20000E-01   3.3542      0.41204E-01  0.16052E-01  0.38957      0.86710E-01  0.12802      0.23725       501
 0.40000E-02   3.4312      0.32025E-01  0.20878E-01  0.65192      0.86886E-01  0.13495      0.24184       556
 0.20000E-02   3.4832      0.30578E-01  0.22429E-01  0.73347      0.87559E-01  0.12184      0.24396       609
 0.30000E-02   3.4729      0.31445E-01  0.22028E-01  0.70052      0.93983E-01  0.12170      0.24200       609
  0.0000       3.5540      0.28005E-01  0.24710E-01  0.88234      0.89426E-01  0.12406      0.24352       956
