  0.0000       5.3546      0.24785      0.92224E-01  0.37209      0.89658      0.10628      0.13681       513
  1.0000       5.0481      0.78966      0.82703E-01  0.10473      0.92519      0.23563E-01  0.20991E-01   502
 0.80000       5.1152      0.80022      0.82723E-01  0.10337      0.92558      0.16204E-01  0.11746E-01   524
 0.60000       5.1223      0.78026      0.83346E-01  0.10682      0.93082      0.17021E-01  0.12611E-01   530
 0.40000       5.0701      0.68874      0.82825E-01  0.12026      0.92139      0.21489E-01  0.18156E-01   506
 0.20000       5.0828      0.60083      0.84033E-01  0.13986      0.92222      0.26315E-01  0.38465E-01   525
 0.50000E-01   5.1965      0.47297      0.86943E-01  0.18382      0.91633      0.29808E-01  0.61417E-01   501
 0.10000E-01   5.2738      0.31900      0.89441E-01  0.28038      0.90846      0.65751E-01  0.89039E-01   508
 0.50000E-02   5.2927      0.26281      0.91595E-01  0.34852      0.90085      0.11214      0.10767       506
 0.10000E-02   5.3784      0.24781      0.94654E-01  0.38197      0.88502      0.15301      0.13116       502
