 0.26316E-01  0.26316E-01   3.0269       4.1478      0.92607       20.000       21.000    
 0.26316E-01  0.78947E-01   2.9806       4.1636      0.79157       27.000       16.000    
 0.26316E-01  0.13158       3.0331       4.1472      0.90931       21.000       25.000    
 0.26316E-01  0.18421       3.0069       4.1639      0.66088       32.000       15.000    
 0.26316E-01  0.23684       3.0301       4.1469      0.60690       34.000       31.000    
 0.26316E-01  0.28947       2.9656       4.1467      0.62958       33.000       17.000    
 0.26316E-01  0.34211       3.0346       4.1482      0.68232       30.000       25.000    
 0.26316E-01  0.39474       3.0078       4.1643      0.66125       30.000       30.000    
 0.26316E-01  0.44737       2.9977       4.1809      0.61445       35.000       23.000    
 0.26316E-01  0.50000       2.9967       4.1502      0.92386       22.000       26.000    
 0.26316E-01  0.55263       3.0113       4.1299      0.98485       18.000       25.000    
 0.26316E-01  0.60526       3.0142       4.1646      0.74975       27.000       29.000    
 0.26316E-01  0.65789       3.0032       4.1466      0.82850       24.000       24.000    
 0.26316E-01  0.71053       2.9995       4.1487      0.72849       27.000       25.000    
 0.26316E-01  0.76316       3.0064       4.1498      0.59200       34.000       18.000    
 0.26316E-01  0.81579       3.0393       4.1458      0.72140       27.000       18.000    
 0.26316E-01  0.86842       2.9955       4.1461      0.54999       36.000       28.000    
 0.26316E-01  0.92105       3.0006       4.1471      0.71893       31.000       29.000    
 0.26316E-01  0.97368       3.0138       4.1459      0.62802       32.000       14.000    
 0.26316E-01   1.0263       2.9774       4.1667      0.69973       29.000       21.000    
                                                                              
 0.78947E-01  0.26316E-01   3.0371       4.1467      0.85114       23.000       26.000    
 0.78947E-01  0.78947E-01   3.0058       4.1441      0.71143       29.000       23.000    
 0.78947E-01  0.13158       3.0129       4.1474      0.72266       26.000       24.000    
 0.78947E-01  0.18421       2.9770       4.1640      0.66321       32.000       19.000    
 0.78947E-01  0.23684       3.0225       4.1476      0.81895       24.000       28.000    
 0.78947E-01  0.28947       2.9763       4.1487      0.71790       28.000       20.000    
 0.78947E-01  0.34211       3.0437       4.1510      0.83901       23.000       31.000    
 0.78947E-01  0.39474       2.9970       4.1486      0.72800       27.000       27.000    
 0.78947E-01  0.44737       2.9873       4.1480      0.62827       32.000       25.000    
 0.78947E-01  0.50000       3.0228       4.1478      0.74635       27.000       28.000    
 0.78947E-01  0.55263       2.9599       4.1478      0.86677       23.000       29.000    
 0.78947E-01  0.60526       3.0129       4.1473      0.74850       28.000       24.000    
 0.78947E-01  0.65789       3.0108       4.1640      0.73701       28.000       18.000    
 0.78947E-01  0.71053       3.0166       4.1453      0.68139       29.000       28.000    
 0.78947E-01  0.76316       2.9710       4.1475      0.77276       28.000       27.000    
 0.78947E-01  0.81579       3.0236       4.1475      0.70331       30.000       23.000    
 0.78947E-01  0.86842       3.0185       4.1477      0.75191       26.000       21.000    
 0.78947E-01  0.92105       2.9972       4.1798      0.97429       21.000       20.000    
 0.78947E-01  0.97368       2.9700       4.1621      0.74577       28.000       29.000    
 0.78947E-01   1.0263       3.0430       4.1498      0.58928       33.000       20.000    
                                                                              
 0.13158      0.26316E-01   2.9970       4.1473      0.68975       29.000       28.000    
 0.13158      0.78947E-01   3.0189       4.1492      0.58987       34.000       13.000    
 0.13158      0.13158       3.0044       4.1475      0.74431       27.000       26.000    
 0.13158      0.18421       3.0087       4.1482      0.90012       20.000       28.000    
 0.13158      0.23684       2.9932       4.1474      0.72599       27.000       16.000    
 0.13158      0.28947       3.0030       4.1781      0.71404       29.000       31.000    
 0.13158      0.34211       3.0155       4.1471      0.83486       25.000       29.000    
 0.13158      0.39474       3.0029       4.1476      0.83535       24.000       24.000    
 0.13158      0.44737       3.0188       4.1468      0.72589       28.000       24.000    
 0.13158      0.50000       2.9811       4.1467      0.66048       32.000       28.000    
 0.13158      0.55263       2.9847       4.1470      0.70981       30.000       27.000    
 0.13158      0.60526       3.0035       4.1467      0.82484       25.000       30.000    
 0.13158      0.65789       3.0320       4.1479      0.66635       29.000       41.000    
 0.13158      0.71053       3.0293       4.1472      0.73408       29.000       24.000    
 0.13158      0.76316       2.9885       4.1641      0.65313       31.000       25.000    
 0.13158      0.81579       3.0365       4.1477      0.89097       21.000       28.000    
 0.13158      0.86842       2.9818       4.1469      0.82037       24.000       29.000    
 0.13158      0.92105       3.0165       4.1642      0.80199       26.000       28.000    
 0.13158      0.97368       2.9795       4.1462      0.70160       29.000       27.000    
 0.13158       1.0263       3.0232       4.1454      0.69955       29.000       26.000    
                                                                              
 0.18421      0.26316E-01   3.0380       4.1476      0.84007       25.000       30.000    
 0.18421      0.78947E-01   3.0217       4.1451      0.93836       19.000       31.000    
 0.18421      0.13158       2.9862       4.1639      0.59886       35.000       29.000    
 0.18421      0.18421       3.0198       4.1487      0.87898       23.000       17.000    
 0.18421      0.23684       2.9676       4.1464      0.68309       30.000       36.000    
 0.18421      0.28947       3.0164       4.1475      0.66524       31.000       30.000    
 0.18421      0.34211       3.0203       4.1448      0.74296       27.000       30.000    
 0.18421      0.39474       2.9793       4.1473      0.55025       37.000       29.000    
 0.18421      0.44737       3.0137       4.1472      0.53236       41.000       30.000    
 0.18421      0.50000       3.0331       4.1467      0.91516       21.000       29.000    
 0.18421      0.55263       3.0438       4.1477      0.54734       37.000       34.000    
 0.18421      0.60526       3.0212       4.1638      0.79908       25.000       27.000    
 0.18421      0.65789       3.0170       4.1473      0.67362       30.000       33.000    
 0.18421      0.71053       3.0245       4.1646      0.78076       27.000       32.000    
 0.18421      0.76316       2.9938       4.1449      0.68487       31.000       23.000    
 0.18421      0.81579       3.0274       4.1475      0.73851       26.000       25.000    
 0.18421      0.86842       2.9981       4.1469      0.76157       28.000       32.000    
 0.18421      0.92105       2.9891       4.1426      0.84234       24.000       27.000    
 0.18421      0.97368       2.9834       4.1635      0.79171       26.000       33.000    
 0.18421       1.0263       2.9860       4.1467      0.52550       38.000       24.000    
                                                                              
 0.23684      0.26316E-01   3.0381       4.1472      0.88386       22.000       28.000    
 0.23684      0.78947E-01   2.9888       4.1549      0.72078       28.000       24.000    
 0.23684      0.13158       3.0108       4.1641      0.81060       25.000       19.000    
 0.23684      0.18421       3.0064       4.1645      0.70515       29.000       22.000    
 0.23684      0.23684       2.9757       4.1476      0.98994       18.000       28.000    
 0.23684      0.28947       2.9804       4.1469      0.59518       35.000       23.000    
 0.23684      0.34211       3.0518       4.1491      0.83952       25.000       26.000    
 0.23684      0.39474       2.9867       4.1473      0.80725       25.000       34.000    
 0.23684      0.44737       3.0213       4.1471      0.75820       27.000       35.000    
 0.23684      0.50000       3.0268       4.1479      0.73294       26.000       36.000    
 0.23684      0.55263       3.0152       4.1474      0.75046       28.000       36.000    
 0.23684      0.60526       3.0125       4.1650      0.76626       26.000       22.000    
 0.23684      0.65789       3.0201       4.1463      0.56301       35.000       26.000    
 0.23684      0.71053       3.0273       4.1605      0.79653       24.000       24.000    
 0.23684      0.76316       3.0247       4.1477      0.55461       36.000       36.000    
 0.23684      0.81579       3.0216       4.1642      0.80099       26.000       26.000    
 0.23684      0.86842       2.9936       4.1469      0.82856       24.000       20.000    
 0.23684      0.92105       2.9929       4.1471      0.95738       20.000       29.000    
 0.23684      0.97368       3.0404       4.1463      0.68937       31.000       33.000    
 0.23684       1.0263       3.0588       4.1469      0.80551       25.000       22.000    
                                                                              
 0.28947      0.26316E-01   2.9962       4.1502      0.78184       25.000       28.000    
 0.28947      0.78947E-01   3.0189       4.1473      0.72246       29.000       25.000    
 0.28947      0.13158       2.9869       4.1505      0.84204       23.000       27.000    
 0.28947      0.18421       2.9903       4.1821      0.49498       42.000       31.000    
 0.28947      0.23684       3.0034       4.1468      0.72273       28.000       38.000    
 0.28947      0.28947       2.9920       4.1479      0.61136       33.000       33.000    
 0.28947      0.34211       3.0378       4.1474      0.94703       19.000       38.000    
 0.28947      0.39474       3.0055       4.1474      0.61080       35.000       28.000    
 0.28947      0.44737       2.9928       4.1469      0.73505       27.000       22.000    
 0.28947      0.50000       2.9965       4.1463      0.75809       27.000       26.000    
 0.28947      0.55263       3.0194       4.1470      0.87737       22.000       29.000    
 0.28947      0.60526       3.0211       4.1641      0.88089       23.000       34.000    
 0.28947      0.65789       3.0099       4.1471      0.71144       29.000       25.000    
 0.28947      0.71053       3.0641       4.1474      0.62567       34.000       28.000    
 0.28947      0.76316       3.0596       4.1488      0.58693       35.000       22.000    
 0.28947      0.81579       3.0497       4.1477      0.61715       32.000       30.000    
 0.28947      0.86842       3.0224       4.1473      0.84804       24.000       24.000    
 0.28947      0.92105       2.9801       4.1466      0.91066       22.000       19.000    
 0.28947      0.97368       2.9973       4.1471      0.82477       24.000       19.000    
 0.28947       1.0263       3.0285       4.1469      0.70760       28.000       25.000    
                                                                              
 0.34211      0.26316E-01   2.9925       4.1464      0.88789       22.000       19.000    
 0.34211      0.78947E-01   3.0184       4.1471      0.73796       28.000       26.000    
 0.34211      0.13158       3.0064       4.1463      0.70265       29.000       32.000    
 0.34211      0.18421       3.0189       4.1480      0.92715       18.000       27.000    
 0.34211      0.23684       2.9990       4.1481      0.74992       26.000       31.000    
 0.34211      0.28947       3.0629       4.1488      0.57289       35.000       38.000    
 0.34211      0.34211       3.0635       4.1477      0.71959       29.000       27.000    
 0.34211      0.39474       3.0365       4.1488      0.67438       30.000       30.000    
 0.34211      0.44737       3.0080       4.1478      0.99053       17.000       36.000    
 0.34211      0.50000       3.0533       4.1444      0.53702       37.000       26.000    
 0.34211      0.55263       3.0081       4.1466      0.79004       25.000       40.000    
 0.34211      0.60526       3.0348       4.1466      0.59186       35.000       40.000    
 0.34211      0.65789       3.0085       4.1486      0.75828       28.000       33.000    
 0.34211      0.71053       3.0237       4.1509      0.56535       36.000       26.000    
 0.34211      0.76316       3.0351       4.1478      0.65703       31.000       25.000    
 0.34211      0.81579       3.0399       4.1478      0.56697       36.000       31.000    
 0.34211      0.86842       3.0192       4.1469      0.86295       22.000       30.000    
 0.34211      0.92105       3.0277       4.1474      0.64608       30.000       22.000    
 0.34211      0.97368       3.0222       4.1776      0.81172       25.000       28.000    
 0.34211       1.0263       3.0204       4.1493      0.67528       30.000       23.000    
                                                                              
 0.39474      0.26316E-01   3.0374       4.1504      0.75012       27.000       21.000    
 0.39474      0.78947E-01   2.9840       4.1648      0.71238       28.000       24.000    
 0.39474      0.13158       3.0135       4.1279      0.94044       17.000       27.000    
 0.39474      0.18421       3.0077       4.1479      0.56257       36.000       34.000    
 0.39474      0.23684       3.0095       4.1483      0.71296       28.000       44.000    
 0.39474      0.28947       3.0004       4.1505      0.80652       25.000       23.000    
 0.39474      0.34211       2.9844       4.1466      0.69969       30.000       30.000    
