0  0.952062  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.938648  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.95378  0  0  0  0  0.969191  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.92135  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.952963  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.973569  0.914864  0.952171  0  0  0  0  0  0.939881  0  0  0  0  0  0  0  0.975349  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.966626  0  0.90171  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.923251  0  0  0  0  0  0  0  0  0  0  0  0.901558  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.989679  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.929107  0  0  0  0  0  0  0  0  0  0  0  0  0.940404  0  0  0  0  0  0.931968  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.939905  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.98525  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0.926286  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.932822  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.91657  0.994204  0  0  0.903668  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.906742  0  0  0  0  0  0  0  0.982934  0  0  0  0  0  0  0  0  0  0.944184  0  0  0  0  0.977577  0  0  0  0.939962  0  0  0  0  0  0  0  0.976742  0  0  0  0  0.920554  0  0  0  0  0.940894  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.97955  0  0  0  0.96707  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.951608  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.911861  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.985781  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.979205  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.969278  0  0  0.989375  0.993526  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.946664  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0.993856  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.963254  0.952858  0  0  0  0  0  0  0  0  0  0  0.996211  0.997423  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.982296  0  0.985374  0  0  0.991219  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.924425  0  0  0  0  0  0  0.918335  0  0  0  0  0  0.962782  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.951106  0  0  0  0  0  0  0  0  0.912338  0.932452  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.952402  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.999633  0.960468  0.926374  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.922433  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.991635  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.976916  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.984252  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.956007  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.996228  0.975519  0  0  0.943519  0.931383  0.929679  0  0  0  0  0.918998  0  0  0  0  0  0  0  0  0  0  0  0  0  0.901377  0.950857  0  0  0  0  0  0  0  0  0  0  0  0  0  0.943169  0  0  0  0.908536  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.904448  0.911418  0.925007  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.979697  0  0  0  0  0  0.968103  0  0  0  0  0  0  0.944866  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.928256  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.97693  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.947959  0  0  0  0  0  0.905563  0  0  0  0.95104  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.913301  0  0  0  0.985241  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0.948621  0.937591  0  0  0  0  0.920085  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.92789  0  0  0  0  0  0.960825  0  0  0  0  0  0  0  0.917398  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.937537  0  0  0  0  0  0.971443  0  0  0.912544  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.915557  0.98341  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.914852  0  0  0  0  0  0  0  0  0.914507  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.979491  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.953138  0  0  0  0  0  0  0  0  0  0  0.981389  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.975851  0  0  0  0  0  0  0  0  0  0.995755  0  0  0  0  0  0  0  0  0  0  0  0  0  0.956454  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.920717  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0.997048  0.969296  0  0.97189  0  0  0  0  0  0  0  0  0.997851  0  0  0  0  0.967326  0  0  0  0  0  0  0  0  0  0  0.981311  0  0  0  0.987547  0  0  0  0  0  0  0  0  0  0  0.922363  0.910294  0  0  0  0  0  0  0  0.963358  0  0  0  0  0  0  0.905883  0  0  0  0  0  0  0  0  0  0  0  0  0.943719  0  0.966788  0.902245  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.951302  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.942784  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.964372  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.953596  0  0.950839  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.916602  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.992205  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.976872  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.972739  0  0  0  0  0  0  0  0.90546  0  0  0  0  0  0  0.969296  0  0  0  0  0  0  0  0  0  0  0  0.928186  0  0  0  0  0  0  0  0.987397  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.940308  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.990947  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.992646  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.918462  0.930049  0  0  0  0  0  
0.941581  0  0  0  0  0.908794  0  0.980256  0.984995  0  0  0  0  0  0  0  0  0.974913  0  0  0  0  0  0.924605  0  0  0.963167  0  0  0  0  0  0  0.94242  0  0  0  0  0  0  0  0  0.916167  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.982374  0  0  0  0  0.972106  0  0  0  0  0  0  0  0  0  0.946272  0  0  0  0  0  0.982865  0.980427  0  0  0  0  0  0  0  0.992822  0  0  0.932033  0  0  0  0  0  0  0.94432  0  0  0  0  0  0  0  0.965637  0  0  0  0.97926  0  0  0  0  0  0.970834  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.987515  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.922634  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.951027  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.95373  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.923975  0  0  0  0  0  0.978557  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0.941189  0  0.925057  0  0  0  0  0  0  0.98006  0.939035  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.992196  0  0  0.903456  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.973754  0  0  0  0.938009  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.939668  0  0  0.919002  0  0  0  0  0.962582  0  0  0  0  0  0  0  0  0.901338  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.939597  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.955647  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.913139  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.972007  0  0.906226  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.918235  0  0.959012  0  0  0  0  0  0  0  0  0  0  0  0  0.958672  0  0  0.92638  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.979964  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.952709  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0.941507  0  0.902572  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.974009  0  0.978475  0  0  0  0  0  0  0  0  0  0  0  0.926058  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.930397  0.930494  0  0  0  0  0  0  0.958727  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.979127  0  0  0  0.933534  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.943277  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.927407  0  0  0  0  0  0  0  0  0  0  0  0.975245  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.929514  0  0  0  0  0  0  0  0  0  0  0  0  0.906492  0  0  0  0  0  0  0.930316  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.960501  0  0  0  0  0  0  0  0.931671  0.996816  0  0  0  0  0  0.974225  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.900581  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.942532  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.994424  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.918183  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.965589  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.97485  0  0  
0  0  0  0  0  0  0  0  0  0  0.968393  0  0  0  0  0  0.963864  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.927807  0  0  0  0.945135  0  0  0  0  0  0  0  0  0  0  0  0  0  0.982266  0  0  0  0.912751  0  0  0.962553  0  0  0  0  0  0  0  0.921824  0  0  0.935011  0  0  0  0  0  0  0.99658  0  0  0.943517  0  0  0  0  0  0  0  0  0  0  0  0.937696  0  0  0  0.943685  0.926619  0  0.955464  0  0  0  0  0  0  0  0  0  0  0  0  0.998337  0  0  0  0  0  0  0  0  0.976129  0.986787  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.973599  0  0  0  0  0  0  0  0  0.940827  0  0  0  0  0.979166  0  0  0  0  0  0  0  0  0.944047  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.913333  0  0  0  0  0  0  0  0  0  0  0  0  0.939723  0  0  0  0  0  0  0  0  0  0  0  0  0  0.984045  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.937335  0  0  0  0  0  0  0  0  0  0  0  0  0  0.973912  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.974364  0  0  0  0  0.933509  0  0  0  0  0  0  0  0.944993  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
